date,ticker,company,title,department,location,role_bucket,seniority,ai_title,weighted_score,strong_hit,categories,salary_mid,url
2026-08-25,DDOG,Datadog,Commercial Sales Engineer - Boston,Commercial & Mid-Market Sales Engineering,"Boston, Massachusetts, USA",demand_validated,mid,0,0,0,,93000,https://careers.datadoghq.com/detail/7452669/?gh_jid=7452669
2026-08-25,DDOG,Datadog,Commercial Sales Engineer (Spanish-Speaking),Commercial & Mid-Market Sales Engineering,"Amsterdam, The Netherlands; Dublin, Ireland",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/8080628/?gh_jid=8080628
2026-08-25,DDOG,Datadog,Commercial Sales Engineer (Tel Aviv),Commercial & Mid-Market Sales Engineering,"Tel Aviv, Israel",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/8092637/?gh_jid=8092637
2026-08-25,DDOG,Datadog,"Coordinator, Business Recruiting - Contract",People,"Boston, Massachusetts, USA; New York, New York, USA",nontech,mid,0,0,0,,57000,https://careers.datadoghq.com/detail/7950433/?gh_jid=7950433
2026-08-25,DDOG,Datadog,"Coordinator, Emerging Talent Recruiting",Technical Recruiting,"Paris, France",nontech,mid,0,0,0,,,https://careers.datadoghq.com/detail/8119837/?gh_jid=8119837
2026-08-25,DDOG,Datadog,Country Manager,Enterprise Sales,"Tokyo, Japan",other,mid,0,1,0,buzz,,https://careers.datadoghq.com/detail/7975747/?gh_jid=7975747
2026-08-25,DDOG,Datadog,Customer Marketing Manager,Corporate Marketing & Comms,"New York, New York, USA; San Francisco, California, USA",nontech,mid,0,0,0,,109500,https://careers.datadoghq.com/detail/7967202/?gh_jid=7967202
2026-08-25,DDOG,Datadog,Customer Success Associate,Commercial Customer Success,"Tokyo, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/5486716/?gh_jid=5486716
2026-08-25,DDOG,Datadog,Customer Success Associate,Commercial Customer Success,"Tokyo, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/6009779/?gh_jid=6009779
2026-08-25,DDOG,Datadog,Customer Success Associate - Boston,Commercial Customer Success,"Boston, Massachusetts, USA",demand_validated,mid,0,0,0,,63000,https://careers.datadoghq.com/detail/7172466/?gh_jid=7172466
2026-08-25,DDOG,Datadog,Customer Success Associate - Commercial Accounts,Commercial Customer Success,"Sydney, Australia",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7548129/?gh_jid=7548129
2026-08-25,DDOG,Datadog,Customer Success Associate - Denver,Commercial Customer Success,"Denver, Colorado, USA",demand_validated,mid,0,0,0,,63000,https://careers.datadoghq.com/detail/7228240/?gh_jid=7228240
2026-08-25,DDOG,Datadog,Customer Success Manager,Commercial Customer Success,"Seoul, South Korea",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7790098/?gh_jid=7790098
2026-08-25,DDOG,Datadog,Customer Success Manager,Commercial Customer Success,"Seoul, South Korea",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7790048/?gh_jid=7790048
2026-08-25,DDOG,Datadog,Customer Success Manager - Boston,Commercial Customer Success,"Boston, Massachusetts, USA",demand_validated,mid,0,0,0,,103500,https://careers.datadoghq.com/detail/7128703/?gh_jid=7128703
2026-08-25,DDOG,Datadog,Customer Success Manager - Denver,Commercial Customer Success,"Denver, Colorado, USA",demand_validated,mid,0,0,0,,103500,https://careers.datadoghq.com/detail/7232590/?gh_jid=7232590
2026-08-25,DDOG,Datadog,Datadog for Startups - Forward Deployed Engineering Lead,Corporate Development,"San Francisco, California, USA",demand_validated,senior,0,3,1,application,225000,https://careers.datadoghq.com/detail/8003181/?gh_jid=8003181
2026-08-25,DDOG,Datadog,Datadog for Startups Founding Engineering Lead,Corporate Development,"San Francisco, California, USA",product_eng,senior,0,3,1,application,225000,https://careers.datadoghq.com/detail/7536402/?gh_jid=7536402
2026-08-25,DDOG,Datadog,Deal Desk Analyst - Boston,Deal Desk,"Boston, Massachusetts, USA",other,mid,0,1,0,buzz,81500,https://careers.datadoghq.com/detail/8029969/?gh_jid=8029969
2026-08-25,DDOG,Datadog,Deal Desk Analyst - Dublin,Deal Desk,"Dublin, Ireland",other,mid,0,0,0,,,https://careers.datadoghq.com/detail/7982644/?gh_jid=7982644
2026-08-25,DDOG,Datadog,Deal Desk Analyst - NYC,Deal Desk,"New York, New York, USA",other,mid,0,0,0,,79500,https://careers.datadoghq.com/detail/7993638/?gh_jid=7993638
2026-08-25,DDOG,Datadog,Deal Desk Analyst - US West,Deal Desk,"Denver, Colorado, USA; San Francisco, California, USA",other,mid,0,0,0,,79500,https://careers.datadoghq.com/detail/8003080/?gh_jid=8003080
2026-08-25,DDOG,Datadog,Developer Advocate - Service Management,Community,"California, USA, Remote; New York, USA, Remote",product_eng,mid,0,0,0,,,https://careers.datadoghq.com/detail/8139662/?gh_jid=8139662
2026-08-25,DDOG,Datadog,"Director, Commercial Sales",Commercial Sales,"Tokyo, Japan",nontech,director,0,0,0,,,https://careers.datadoghq.com/detail/8059382/?gh_jid=8059382
2026-08-25,DDOG,Datadog,"Director, Engineering - Cloud Observability",Leadership,"Boston, Massachusetts, USA; New York, New York, USA",product_eng,director,0,2,0,general_medium,333000,https://careers.datadoghq.com/detail/8069508/?gh_jid=8069508
2026-08-25,DDOG,Datadog,"Director, Engineering - Detection Platform ",Leadership,"New York, New York, USA",product_eng,director,0,2,0,buzz,315000,https://careers.datadoghq.com/detail/8026520/?gh_jid=8026520
2026-08-25,DDOG,Datadog,"Director, Engineering - Digital Experience Monitoring",Dev Eng,"Paris, France",product_eng,director,0,0,0,,,https://careers.datadoghq.com/detail/8050591/?gh_jid=8050591
2026-08-25,DDOG,Datadog,"Director, Enterprise Sales",Enterprise Sales,"Texas, USA, Remote",nontech,director,0,0,0,,184000,https://careers.datadoghq.com/detail/7773320/?gh_jid=7773320
2026-08-25,DDOG,Datadog,"Director, Enterprise Sales Engineering - US Central",Enterprise Sales Engineering,"Illinois, USA, Remote; Michigan, USA, Remote; Texas, USA, Remote",demand_validated,director,0,3,1,application,210000,https://careers.datadoghq.com/detail/8136510/?gh_jid=8136510
2026-08-25,DDOG,Datadog,"Director, Enterprise Sales Engineering - US East",Enterprise Sales Engineering,"Boston, Massachusetts, USA; New York, New York, USA",demand_validated,director,0,3,1,application,210000,https://careers.datadoghq.com/detail/8136512/?gh_jid=8136512
2026-08-25,DDOG,Datadog,"Director, GTM Enablement Operations",GTM Enablement,"New York, New York, USA",nontech,director,0,6,1,application,236500,https://careers.datadoghq.com/detail/8137579/?gh_jid=8137579
2026-08-25,DDOG,Datadog,"Director, Product Management - AI Observability",Product Management,"New York, New York, USA",other,director,1,7,1,application|buzz|general_medium,315000,https://careers.datadoghq.com/detail/7798672/?gh_jid=7798672
2026-08-25,DDOG,Datadog,"Director, Product Management - Cloud Security and Shared Capabilities",Product Management,"Paris, France",other,director,0,0,0,,,https://careers.datadoghq.com/detail/8030324/?gh_jid=8030324
2026-08-25,DDOG,Datadog,"Director, Product Management - Core Platforms",Product Management,"New York, New York, USA",other,director,0,0,0,,315000,https://careers.datadoghq.com/detail/7583609/?gh_jid=7583609
2026-08-25,DDOG,Datadog,"Director, Security Channels (North America)",Channels & Alliances,"Colorado, USA, Remote; Illinois, USA, Remote; New York, New York, USA; New York, USA, Remote; San Francisco, California, USA; Texas, USA, Remote",other,director,0,0,0,,191000,https://careers.datadoghq.com/detail/7984985/?gh_jid=7984985
2026-08-25,DDOG,Datadog,"Director, Technical Account Management ",Technical Post Sales,"Dublin, Ireland; London, United Kingdom; Paris, France",other,director,0,0,0,,,https://careers.datadoghq.com/detail/7658810/?gh_jid=7658810
2026-08-25,DDOG,Datadog,"Director, Technical Program Management - Technical Solutions Operations",Technical Solutions Operations,"Boston, Massachusetts, USA; New York, New York, USA; San Francisco, California, USA",nontech,director,0,0,0,,252000,https://careers.datadoghq.com/detail/8010585/?gh_jid=8010585
2026-08-25,DDOG,Datadog,"Director, Technical Support Engineering",Support Engineering,"Mexico City, Mexico; Sao Paulo, Brazil",product_eng,director,0,0,0,,,https://careers.datadoghq.com/detail/7707345/?gh_jid=7707345
2026-08-25,DDOG,Datadog,"Distinguished Architect, AI",Product Solutions Architecture,"New York, New York, USA; San Francisco, California, USA",product_eng,staff_principal,1,3,1,application,385000,https://careers.datadoghq.com/detail/7966795/?gh_jid=7966795
2026-08-25,DDOG,Datadog,"Emerging Talent Recruiter, Engineering",Technical Recruiting,"Paris, France",product_eng,mid,0,0,0,,,https://careers.datadoghq.com/detail/8104969/?gh_jid=8104969
2026-08-25,DDOG,Datadog,Employment Counsel - AMER,Legal Operations,"New York, New York, USA",nontech,mid,0,0,0,,199500,https://careers.datadoghq.com/detail/8075664/?gh_jid=8075664
2026-08-25,DDOG,Datadog,"Enablement Operations Manager, Technical Solutions",GTM Enablement,"New York, New York, USA",nontech,mid,0,0,0,,121000,https://careers.datadoghq.com/detail/8134425/?gh_jid=8134425
2026-08-25,DDOG,Datadog,Engineering Compensation Partner,People,"Boston, Massachusetts, USA; New York, New York, USA",product_eng,mid,0,0,0,,166500,https://careers.datadoghq.com/detail/8051616/?gh_jid=8051616
2026-08-25,DDOG,Datadog,"Engineering Manager I, Commercial Audit",Security,"New York, New York, USA",product_eng,mid,0,0,0,,216000,https://careers.datadoghq.com/detail/8098939/?gh_jid=8098939
2026-08-25,DDOG,Datadog,"Engineering Manager I, Threat Detection",Security,"New York, New York, USA",product_eng,mid,0,3,1,application,216000,https://careers.datadoghq.com/detail/7958663/?gh_jid=7958663
2026-08-25,DDOG,Datadog,Enterprise Account Executive - Denmark,Enterprise Sales,"Copenhagen, Denmark",demand_validated,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/6677658/?gh_jid=6677658
2026-08-25,DDOG,Datadog,Enterprise Account Executive - UKI,Enterprise Sales,"London, United Kingdom",demand_validated,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/6836442/?gh_jid=6836442
2026-08-25,DDOG,Datadog,Enterprise Account Executive (UKI) - Public Sector,Enterprise Sales,"London, United Kingdom",demand_validated,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/7599334/?gh_jid=7599334
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager,Enterprise Customer Success,"Tokyo, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7436312/?gh_jid=7436312
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager,Enterprise Customer Success,"Singapore, Singapore",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7794029/?gh_jid=7794029
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager,Enterprise Customer Success,"Jakarta, Indonesia",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7794297/?gh_jid=7794297
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager,Enterprise Customer Success,"Tokyo, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7435209/?gh_jid=7435209
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager - Chicago,Enterprise Customer Success,"Chicago, Illinois, USA",demand_validated,mid,0,0,0,,105000,https://careers.datadoghq.com/detail/8052114/?gh_jid=8052114
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager - East,Enterprise Customer Success,"Boston, Massachusetts, USA; New York, New York, USA",demand_validated,mid,0,0,0,,106000,https://careers.datadoghq.com/detail/8077474/?gh_jid=8077474
2026-08-25,DDOG,Datadog,Enterprise Customer Success Manager (German Speaking),Enterprise Customer Success,"Dublin, Ireland",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/8035351/?gh_jid=8035351
2026-08-25,DDOG,Datadog,Enterprise IT Support Technician I,Enterprise Technology,"Paris, France",nontech,mid,0,0,0,,,https://careers.datadoghq.com/detail/8035671/?gh_jid=8035671
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer,Enterprise Sales Engineering,"Osaka, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/6430289/?gh_jid=6430289
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer,Enterprise Sales Engineering,"Osaka, Japan",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/6703351/?gh_jid=6703351
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer,Enterprise Sales Engineering,"Brisbane, Australia",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7721005/?gh_jid=7721005
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer,Enterprise Sales Engineering,"Singapore, Singapore",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7868421/?gh_jid=7868421
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer (Bahasa Indonesia Speaking),Enterprise Sales Engineering,"Singapore, Singapore",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/6832925/?gh_jid=6832925
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer (Bahasa Indonesia Speaking),Enterprise Sales Engineering,"Jakarta, Indonesia",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/6831903/?gh_jid=6831903
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer - Brazil,Enterprise Sales Engineering,"Sao Paulo, Brazil",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7255532/?gh_jid=7255532
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer - FED,Enterprise Sales Engineering,"District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote",demand_validated,mid,0,0,0,,137500,https://careers.datadoghq.com/detail/8144607/?gh_jid=8144607
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer - Nordics,Enterprise Sales Engineering,"Copenhagen, Denmark; Stockholm, Sweden",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7101976/?gh_jid=7101976
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer - Rockies,Enterprise Sales Engineering,"Colorado, USA, Remote",demand_validated,mid,0,0,0,,137500,https://careers.datadoghq.com/detail/7857714/?gh_jid=7857714
2026-08-25,DDOG,Datadog,Enterprise Sales Engineer - UK,Enterprise Sales Engineering,"United Kingdom, Remote",demand_validated,mid,0,0,0,,,https://careers.datadoghq.com/detail/7487353/?gh_jid=7487353
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"North Carolina, USA, Remote; Tennessee, USA, Remote",nontech,mid,0,0,0,,110000,https://careers.datadoghq.com/detail/7465857/?gh_jid=7465857
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"Boston, Massachusetts, USA",nontech,mid,0,0,0,,110000,https://careers.datadoghq.com/detail/7410254/?gh_jid=7410254
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"Washington, District of Columbia, USA",nontech,mid,0,0,0,,110000,https://careers.datadoghq.com/detail/7426707/?gh_jid=7426707
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"Montreal, Canada; Quebec City, Quebec, Canada",nontech,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/4828332/?gh_jid=4828332
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"New York, New York, USA",nontech,mid,0,0,0,,105000,https://careers.datadoghq.com/detail/7405831/?gh_jid=7405831
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"Florida, USA, Remote",nontech,mid,0,0,0,,110000,https://careers.datadoghq.com/detail/7466155/?gh_jid=7466155
2026-08-25,DDOG,Datadog,Enterprise Sales Executive,Enterprise Sales,"Georgia, USA, Remote",nontech,mid,0,0,0,,125000,https://careers.datadoghq.com/detail/7405822/?gh_jid=7405822
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (Benelux),Enterprise Sales,"Amsterdam, The Netherlands",nontech,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/6185452/?gh_jid=6185452
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (FED),Enterprise Sales,"Washington, District of Columbia, USA",nontech,mid,0,0,0,,105000,https://careers.datadoghq.com/detail/7426680/?gh_jid=7426680
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (FED),Enterprise Sales,"Maryland, USA, Remote; Virginia, USA, Remote",nontech,mid,0,0,0,,105000,https://careers.datadoghq.com/detail/7421284/?gh_jid=7421284
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (SLED),Enterprise Sales,"Illinois, USA, Remote; Michigan, USA, Remote; Texas, USA, Remote",nontech,mid,0,0,0,,85000,https://careers.datadoghq.com/detail/7453039/?gh_jid=7453039
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (SLED),Enterprise Sales,"San Francisco, California, USA",nontech,mid,0,0,0,,85000,https://careers.datadoghq.com/detail/7426752/?gh_jid=7426752
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (Sweden) ,Enterprise Sales,"Stockholm, Sweden",nontech,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/5925905/?gh_jid=5925905
2026-08-25,DDOG,Datadog,Enterprise Sales Executive (Vietnam Market),Enterprise Sales,"Singapore, Singapore",nontech,mid,0,0,0,,100000,https://careers.datadoghq.com/detail/7590670/?gh_jid=7590670
2026-08-25,DDOG,Datadog,Enterprise Security Sales Specialist,Enterprise Sales,"District of Columbia, USA, Remote; North Carolina, USA, Remote",nontech,mid,0,0,0,,131500,https://careers.datadoghq.com/detail/7132132/?gh_jid=7132132
2026-08-25,DDOG,Datadog,Enterprise Security Sales Specialist,Enterprise Sales,"New York, New York, USA",nontech,mid,0,0,0,,131500,https://careers.datadoghq.com/detail/7129425/?gh_jid=7129425
2026-08-25,DDOG,Datadog,Equity Administration Assistant Manager,Finance,"New York, New York, USA",other,mid,0,0,0,,142500,https://careers.datadoghq.com/detail/8140297/?gh_jid=8140297
2026-08-25,DDOG,Datadog,Executive Assistant II - Paris,People,"Paris, France",other,mid,0,0,0,,,https://careers.datadoghq.com/detail/8096323/?gh_jid=8096323
2026-08-25,DDOG,Datadog,Federal Support Engineer 3,Support Engineering,"Denver, Colorado, USA",product_eng,mid,0,0,0,,107000,https://careers.datadoghq.com/detail/7997846/?gh_jid=7997846
2026-08-25,DDOG,Datadog,Field CTO (Japan),Product Solutions Architecture,"Tokyo, Japan",other,mid,0,0,0,,,https://careers.datadoghq.com/detail/7526356/?gh_jid=7526356
2026-08-25,DDOG,Datadog,Field CTO (Japan),Product Solutions Architecture,"Tokyo, Japan",other,mid,0,0,0,,,https://careers.datadoghq.com/detail/7703553/?gh_jid=7703553
2026-08-25,DDOG,Datadog,Field Marketing Manager,Field Marketing,"Bangalore, India",nontech,mid,0,0,0,,,https://careers.datadoghq.com/detail/8003073/?gh_jid=8003073
2026-08-25,DDOG,Datadog,Field Marketing Manager (APJ),Field Marketing,"Singapore, Singapore",nontech,mid,0,0,0,,,https://careers.datadoghq.com/detail/8081919/?gh_jid=8081919
2026-08-25,DDOG,Datadog,Field Marketing Manager (North Central),Field Marketing,"San Francisco, California, USA",nontech,mid,0,0,0,,114500,https://careers.datadoghq.com/detail/8122915/?gh_jid=8122915
2026-08-25,DDOG,Datadog,Field Marketing Manager (UKI),Field Marketing,"London, United Kingdom",nontech,mid,0,0,0,,,https://careers.datadoghq.com/detail/8114585/?gh_jid=8114585
2026-08-25,DDOG,Datadog,FP&A Analyst - Data Insights,Finance,"New York, New York, USA",other,mid,0,0,0,,115500,https://careers.datadoghq.com/detail/7964916/?gh_jid=7964916
2026-08-25,DDOG,Datadog,Group Product Manager - Bring Your Own Cloud,Product Management,"New York, New York, USA",product_eng,mid,0,6,1,application,274500,https://careers.datadoghq.com/detail/8024863/?gh_jid=8024863
2026-08-25,DDOG,Datadog,"Group Product Manager, Cloud Security",Product Management,"New York, New York, USA",product_eng,mid,0,0,0,,274500,https://careers.datadoghq.com/detail/8029539/?gh_jid=8029539
2026-08-25,DDOG,Datadog,Group Product Manager - Code Security,Product Management,"New York, New York, USA",product_eng,mid,0,0,0,,274500,https://careers.datadoghq.com/detail/8023763/?gh_jid=8023763
2026-08-25,DDOG,Datadog,GTM Operations Associate,Sales Strategy,"New York, New York, USA",nontech,mid,0,3,1,application,116500,https://careers.datadoghq.com/detail/8049521/?gh_jid=8049521
2026-08-25,DDOG,Datadog,"Head of Enterprise Sales, Japan",Enterprise Sales,"Tokyo, Japan",nontech,exec,0,0,0,,,https://careers.datadoghq.com/detail/7730200/?gh_jid=7730200
